entity,topic,classification,document_reference,custom_id,speech_id,location,request_idx,speech_narrative_id,entity_type,entity_speech_narrative_id
direct subsidies to households,government spending,normal,,speech_16655_narr_16655_88_cause_395,16655,domestic,395,16655_88,cause,direct subsidies to households|16655_88
smaller effects on consumption,government spending,lower,,speech_16655_narr_16655_88_effect_395,16655,domestic,395,16655_88,effect,smaller effects on consumption|16655_88
subsidies,government spending,higher,,speech_16655_narr_16655_89_cause_396,16655,domestic,396,16655_89,cause,subsidies|16655_89
reduction in relative prices of green goods,inflation,lower,,speech_16655_narr_16655_89_effect_396,16655,global,396,16655_89,effect,reduction in relative prices of green goods|16655_89
subsidies,government spending,higher,,speech_16655_narr_16655_90_cause_397,16655,domestic,397,16655_90,cause,subsidies|16655_90
increase in production of green goods,output,higher,,speech_16655_narr_16655_90_effect_397,16655,domestic,397,16655_90,effect,increase in production of green goods|16655_90
carbon taxes,government spending,normal,,speech_16655_narr_16655_91_cause_398,16655,domestic,398,16655_91,cause,carbon taxes|16655_91
expansion of the economy,output,higher,,speech_16655_narr_16655_91_effect_398,16655,domestic,398,16655_91,effect,expansion of the economy|16655_91
carbon taxes,government spending,normal,,speech_16655_narr_16655_92_cause_399,16655,domestic,399,16655_92,cause,carbon taxes|16655_92
welfare gains,other,higher,,speech_16655_narr_16655_92_effect_399,16655,domestic,399,16655_92,effect,welfare gains|16655_92
revenues from carbon taxes,government spending,normal,,speech_16655_narr_16655_93_cause_400,16655,domestic,400,16655_93,cause,revenues from carbon taxes|16655_93
reduction in macroeconomic consequences,government spending,lower,,speech_16655_narr_16655_93_effect_400,16655,domestic,400,16655_93,effect,reduction in macroeconomic consequences|16655_93
technological progress,productivity,higher,,speech_16655_narr_16655_94_cause_401,16655,global,401,16655_94,cause,technological progress|16655_94
reduction in the cost of renewable energy,productivity,lower,,speech_16655_narr_16655_94_effect_401,16655,global,401,16655_94,effect,reduction in the cost of renewable energy|16655_94
UK ETS providing more allowances than required,other,higher,,speech_16655_narr_16655_95_cause_402,16655,domestic,402,16655_95,cause,UK ETS providing more allowances than required|16655_95
excess allowances above realised emissions,other,higher,,speech_16655_narr_16655_95_effect_402,16655,domestic,402,16655_95,effect,excess allowances above realised emissions|16655_95
allowances set to reduce by 4.2 million each year,other,lower,,speech_16655_narr_16655_96_cause_403,16655,domestic,403,16655_96,cause,allowances set to reduce by 4.2 million each year|16655_96
decrease in emissions allowances,other,lower,,speech_16655_narr_16655_96_effect_403,16655,domestic,403,16655_96,effect,decrease in emissions allowances|16655_96
increased regulatory uncertainty,other,higher,,speech_16655_narr_16655_97_cause_404,16655,domestic,404,16655_97,cause,increased regulatory uncertainty|16655_97
decreased firm investment in renewable energy generation,other,lower,,speech_16655_narr_16655_97_effect_404,16655,domestic,404,16655_97,effect,decreased firm investment in renewable energy generation|16655_97
policy-related uncertainty shocks,inflation,higher,,speech_16655_narr_16655_98_cause_405,16655,global,405,16655_98,cause,policy-related uncertainty shocks|16655_98
rise in short and long run inflation expectations,inflation,higher,,speech_16655_narr_16655_98_effect_405,16655,domestic,405,16655_98,effect,rise in short and long run inflation expectations|16655_98
carbon price shock,other,higher,,speech_16655_narr_16655_99_cause_406,16655,domestic,406,16655_99,cause,carbon price shock|16655_99
emissions-intensive sector,other,higher,,speech_16655_narr_16655_99_effect_406,16655,domestic,406,16655_99,effect,emissions-intensive sector|16655_99
carbon price shock,other,higher,,speech_16655_narr_16655_100_cause_407,16655,domestic,407,16655_100,cause,carbon price shock|16655_100
affects green sector via spillover effects,other,normal,,speech_16655_narr_16655_100_effect_407,16655,domestic,407,16655_100,effect,affects green sector via spillover effects|16655_100
carbon prices,other,higher,,speech_16655_narr_16655_101_cause_408,16655,global,408,16655_101,cause,carbon prices|16655_101
raise the cost of capital of emissions-intensive firms,financial markets,higher,,speech_16655_narr_16655_101_effect_408,16655,global,408,16655_101,effect,raise the cost of capital of emissions-intensive firms|16655_101
contractionary monetary policy shock,interest rates,higher,,speech_16655_narr_16655_102_cause_409,16655,domestic,409,16655_102,cause,contractionary monetary policy shock|16655_102
output declines,output,lower,,speech_16655_narr_16655_102_effect_409,16655,domestic,409,16655_102,effect,output declines|16655_102
output declines,output,lower,,speech_16655_narr_16655_103_cause_410,16655,domestic,410,16655_103,cause,output declines|16655_103
demand for emissions,output,lower,,speech_16655_narr_16655_103_effect_410,16655,domestic,410,16655_103,effect,demand for emissions|16655_103
fall in price under the ETS,other,lower,,speech_16655_narr_16655_104_cause_411,16655,global,411,16655_104,cause,fall in price under the ETS|16655_104
boosts output in the foreign country,output,higher,,speech_16655_narr_16655_104_effect_411,16655,global,411,16655_104,effect,boosts output in the foreign country|16655_104
